#time    cd4 cd4i cd8    growth_f inflammatory_f virus_f
730.900000    367.000000 1.000000 2.000000    49411145.705694 4723.052906 0.100000
731.900000    368.000000 1.000000 2.000000    49411145.705694 4736.470021 0.100000
732.900000    369.000000 1.000000 2.000000    49411145.705694 4753.864942 0.100000
733.900000    369.000000 1.000000 2.000000    49411145.705694 4760.547823 0.100000
734.900000    369.000000 1.000000 2.000000    49411145.705694 4728.463976 0.100000
735.900000    369.000000 1.000000 2.000000    49411145.705694 4696.945640 0.100000
736.900000    369.000000 1.000000 2.000000    49411145.705694 4667.400870 0.100000
737.900000    369.000000 1.000000 2.000000    49411145.705694 4640.120966 0.100000
738.900000    370.000000 1.000000 2.000000    49411145.705694 4615.110558 0.100000
739.900000    370.000000 1.000000 2.000000    49411145.705694 4592.271695 0.100000
740.900000    370.000000 1.000000 2.000000    49411145.705694 4571.467098 0.100000
741.900000    370.000000 1.000000 2.000000    49411145.705694 4552.546561 0.100000
742.900000    370.000000 1.000000 2.000000    49411145.705694 4535.359158 0.100000
743.900000    370.000000 1.000000 2.000000    49411145.705694 4519.759135 0.100000
744.900000    370.000000 1.000000 2.000000    49411145.705694 4505.608739 0.100000
745.900000    370.000000 1.000000 2.000000    49411145.705694 4492.779438 0.100000
746.900000    370.000000 1.000000 2.000000    49411145.705694 4481.152291 0.100000
747.900000    370.000000 1.000000 2.000000    49411145.705694 4470.617835 0.100000
748.900000    371.000000 1.000000 2.000000    49411145.705694 4461.075722 0.100000
749.900000    371.000000 1.000000 2.000000    49411145.705694 4452.434215 0.100000
750.900000    371.000000 1.000000 2.000000    49411145.705694 4444.609623 0.100000
751.900000    371.000000 1.000000 2.000000    49411145.705694 4437.525715 0.100000
752.900000    372.000000 1.000000 2.000000    49411145.705694 4431.113139 0.100000
753.900000    372.000000 1.000000 2.000000    49411145.705694 4425.308863 0.100000
754.900000    372.000000 1.000000 2.000000    49411145.705694 4420.055639 0.100000
755.900000    372.000000 1.000000 2.000000    49411145.705694 4415.301509 0.100000
756.900000    372.000000 1.000000 2.000000    49411145.705694 4410.999337 0.100000
757.900000    372.000000 1.000000 2.000000    49411145.705694 4407.106378 0.100000
758.900000    372.000000 0.000000 2.000000    49411145.705694 4273.782750 0.100000
759.900000    372.000000 0.000000 2.000000    49411145.705694 3865.132512 0.100000
760.900000    372.000000 0.000000 2.000000    49411145.705694 3495.556561 0.100000
761.900000    372.000000 0.000000 2.000000    49411145.705694 3161.318696 0.100000
762.900000    372.000000 0.000000 2.000000    49411145.705694 2859.039962 0.100000
763.900000    372.000000 0.000000 2.000000    49411145.705694 2585.664493 0.100000
764.900000    372.000000 0.000000 2.000000    49411145.705694 2338.428620 0.100000
765.900000    372.000000 0.000000 2.000000    49411145.705694 2114.832927 0.100000
766.900000    372.000000 0.000000 2.000000    49411145.705694 1912.616991 0.100000
767.900000    372.000000 0.000000 2.000000    49411145.705694 1729.736523 0.100000
768.900000    372.000000 0.000000 2.000000    49411145.705694 1564.342706 0.100000
769.900000    372.000000 0.000000 2.000000    49411145.705694 1414.763503 0.100000
770.900000    372.000000 0.000000 2.000000    49411145.705694 1279.486752 0.100000
771.900000    372.000000 0.000000 2.000000    49411145.705694 1157.144884 0.100000
772.900000    372.000000 0.000000 2.000000    49411145.705694 1046.501091 0.100000
773.900000    372.000000 0.000000 2.000000    49411145.705694 946.436828 0.100000
774.900000    372.000000 0.000000 2.000000    49411145.705694 855.940503 0.100000
775.900000    372.000000 0.000000 2.000000    49411145.705694 774.097248 0.100000
776.900000    372.000000 0.000000 2.000000    49411145.705694 700.079675 0.100000
777.900000    372.000000 0.000000 2.000000    49411145.705694 633.139509 0.100000
778.900000    372.000000 0.000000 2.000000    49411145.705694 572.600023 0.100000
779.900000    372.000000 0.000000 2.000000    49411145.705694 517.849197 0.100000
780.900000    372.000000 0.000000 2.000000    49411145.705694 468.333532 0.100000
781.900000    372.000000 0.000000 2.000000    49411145.705694 423.552451 0.100000
782.900000    372.000000 0.000000 2.000000    49411145.705694 383.053245 0.100000
783.900000    372.000000 0.000000 2.000000    49411145.705694 346.426488 0.100000
784.900000    372.000000 0.000000 2.000000    49411145.705694 313.301906 0.100000
785.900000    372.000000 0.000000 2.000000    49411145.705694 283.344628 0.100000
786.900000    372.000000 0.000000 2.000000    49411145.705694 256.251803 0.100000
787.900000    372.000000 0.000000 2.000000    49411145.705694 231.749537 0.100000
788.900000    372.000000 0.000000 2.000000    49411145.705694 209.590127 0.100000
789.900000    372.000000 0.000000 2.000000    49411145.705694 189.549554 0.100000
790.900000    372.000000 0.000000 2.000000    49411145.705694 171.425219 0.100000
791.900000    372.000000 0.000000 2.000000    49411145.705694 155.033895 0.100000
792.900000    373.000000 0.000000 2.000000    49411145.705694 140.209876 0.100000
793.900000    373.000000 0.000000 2.000000    49411145.705694 126.803299 0.100000
794.900000    375.000000 0.000000 2.000000    49411145.705694 114.678630 0.100000
795.900000    376.000000 0.000000 2.000000    49411145.705694 103.713298 0.100000
796.900000    379.000000 0.000000 2.000000    49411145.705694 93.796447 0.100000
797.900000    379.000000 0.000000 2.000000    49411145.705694 84.827826 0.100000
798.900000    379.000000 0.000000 2.000000    49411145.705694 76.716765 0.100000
799.900000    379.000000 0.000000 2.000000    49411145.705694 69.381267 0.100000
800.900000    380.000000 0.000000 2.000000    49411145.705694 62.747174 0.100000
801.900000    382.000000 0.000000 2.000000    49411145.705694 56.747420 0.100000
802.900000    383.000000 0.000000 2.000000    49411145.705694 51.321349 0.100000
803.900000    383.000000 0.000000 2.000000    49411145.705694 46.414108 0.100000
804.900000    385.000000 0.000000 2.000000    49411145.705694 41.976088 0.100000
805.900000    386.000000 0.000000 2.000000    49411145.705694 37.962421 0.100000
806.900000    388.000000 0.000000 2.000000    49411145.705694 34.332533 0.100000
807.900000    388.000000 0.000000 2.000000    49411145.705694 31.049728 0.100000
808.900000    388.000000 0.000000 2.000000    49411145.705694 28.080817 0.100000
809.900000    389.000000 0.000000 2.000000    49411145.705694 25.395788 0.100000
810.900000    390.000000 0.000000 2.000000    49411145.705694 22.967495 0.100000
811.900000    391.000000 0.000000 2.000000    49411145.705694 20.771391 0.100000
812.900000    392.000000 0.000000 2.000000    49411145.705694 18.785274 0.100000
813.900000    392.000000 0.000000 2.000000    49411145.705694 16.989065 0.100000
814.900000    393.000000 0.000000 2.000000    49411145.705694 15.364606 0.100000
815.900000    394.000000 0.000000 2.000000    49411145.705694 13.895474 0.100000
816.900000    398.000000 0.000000 2.000000    49411145.705694 12.566818 0.100000
817.900000    398.000000 0.000000 2.000000    49411145.705694 11.365204 0.100000
818.900000    399.000000 0.000000 2.000000    49411145.705694 10.278487 0.100000
819.900000    399.000000 0.000000 2.000000    49411145.705694 9.295680 0.100000
820.900000    399.000000 0.000000 2.000000    49411145.705694 8.406846 0.100000
821.900000    401.000000 0.000000 2.000000    49411145.705694 7.603001 0.100000
822.900000    401.000000 0.000000 2.000000    49411145.705694 6.876018 0.100000
823.900000    401.000000 0.000000 2.000000    49411145.705694 6.218547 0.100000
824.900000    401.000000 0.000000 2.000000    49411145.705694 5.623943 0.100000
825.900000    402.000000 0.000000 2.000000    49411145.705694 5.086193 0.100000
826.900000    402.000000 0.000000 2.000000    49411145.705694 4.599862 0.100000
827.900000    402.000000 0.000000 2.000000    49411145.705694 4.160032 0.100000
828.900000    402.000000 0.000000 2.000000    49411145.705694 3.762259 0.100000
829.900000    403.000000 0.000000 2.000000    49411145.705694 3.402519 0.100000
830.900000    403.000000 0.000000 2.000000    49411145.705694 3.077178 0.100000
831.900000    403.000000 0.000000 2.000000    49411145.705694 2.782944 0.100000
832.900000    403.000000 0.000000 2.000000    49411145.705694 2.516845 0.100000
833.900000    403.000000 0.000000 2.000000    49411145.705694 2.276189 0.100000
834.900000    403.000000 0.000000 2.000000    49411145.705694 2.058545 0.100000
835.900000    403.000000 0.000000 2.000000    49411145.705694 1.861711 0.100000
836.900000    404.000000 0.000000 2.000000    49411145.705694 1.683698 0.100000
837.900000    404.000000 0.000000 2.000000    49411145.705694 1.522706 0.100000
838.900000    405.000000 0.000000 2.000000    49411145.705694 1.377108 0.100000
839.900000    407.000000 0.000000 2.000000    49411145.705694 1.245432 0.100000
840.900000    411.000000 0.000000 2.000000    49411145.705694 1.126346 0.100000
841.900000    413.000000 0.000000 2.000000    49411145.705694 1.018648 0.100000
842.900000    414.000000 0.000000 2.000000    49411145.705694 0.921247 0.100000
843.900000    415.000000 0.000000 2.000000    49411145.705694 0.833159 0.100000
844.900000    415.000000 0.000000 2.000000    49411145.705694 0.753494 0.100000
845.900000    415.000000 0.000000 2.000000    49411145.705694 0.681446 0.100000
846.900000    417.000000 0.000000 2.000000    49411145.705694 0.616288 0.100000
847.900000    419.000000 0.000000 2.000000    49411145.705694 0.557360 0.100000
848.900000    419.000000 0.000000 2.000000    49411145.705694 0.504066 0.100000
849.900000    419.000000 0.000000 2.000000    49411145.705694 0.455868 0.100000
850.900000    420.000000 0.000000 2.000000    49411145.705694 0.412279 0.100000
851.900000    422.000000 0.000000 2.000000    49411145.705694 0.372858 0.100000
852.900000    424.000000 0.000000 2.000000    49411145.705694 0.337206 0.100000
853.900000    424.000000 0.000000 2.000000    49411145.705694 0.304963 0.100000
854.900000    424.000000 0.000000 2.000000    49411145.705694 0.275803 0.100000
855.900000    424.000000 0.000000 2.000000    49411145.705694 0.249431 0.100000
856.900000    424.000000 0.000000 2.000000    49411145.705694 0.225581 0.100000
857.900000    424.000000 0.000000 2.000000    49411145.705694 0.204012 0.100000
858.900000    426.000000 0.000000 2.000000    49411145.705694 0.184505 0.100000
859.900000    426.000000 0.000000 2.000000    49411145.705694 0.166863 0.100000
860.900000    429.000000 0.000000 2.000000    49411145.705694 0.150908 0.100000
861.900000    429.000000 0.000000 2.000000    49411145.705694 0.136478 0.100000
862.900000    429.000000 0.000000 2.000000    49411145.705694 0.123428 0.100000
863.900000    429.000000 0.000000 2.000000    49411145.705694 0.111626 0.100000
864.900000    429.000000 0.000000 2.000000    49411145.705694 0.100953 0.100000
865.900000    429.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
866.900000    430.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
867.900000    431.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
868.900000    432.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
869.900000    433.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
870.900000    436.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
871.900000    437.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
872.900000    441.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
873.900000    441.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
874.900000    442.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
875.900000    443.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
876.900000    444.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
877.900000    445.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
878.900000    445.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
879.900000    446.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
880.900000    446.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
881.900000    446.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
882.900000    448.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
883.900000    450.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
884.900000    451.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
885.900000    452.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
886.900000    452.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
887.900000    455.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
888.900000    457.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
889.900000    457.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
890.900000    457.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
891.900000    458.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
892.900000    458.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
893.900000    458.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
894.900000    459.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
895.900000    460.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
896.900000    462.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
897.900000    462.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
898.900000    462.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
899.900000    463.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
900.900000    465.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
901.900000    466.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
902.900000    467.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
903.900000    468.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
904.900000    468.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
905.900000    470.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
906.900000    470.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
907.900000    470.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
908.900000    470.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
909.900000    471.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
910.900000    471.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
911.900000    474.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
912.900000    474.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
913.900000    474.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
914.900000    474.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
915.900000    474.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
916.900000    474.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
917.900000    475.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
918.900000    477.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
919.900000    477.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
920.900000    478.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
921.900000    481.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
922.900000    481.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
923.900000    481.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
924.900000    482.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
925.900000    483.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
926.900000    485.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
927.900000    485.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
928.900000    486.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
929.900000    487.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
930.900000    487.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
931.900000    489.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
932.900000    492.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
933.900000    494.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
934.900000    494.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
935.900000    494.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
936.900000    496.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
937.900000    496.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
938.900000    496.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
939.900000    496.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
940.900000    498.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
941.900000    498.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
942.900000    500.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
943.900000    500.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
944.900000    503.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
945.900000    507.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
946.900000    510.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
947.900000    513.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
948.900000    516.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
949.900000    520.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
950.900000    520.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
951.900000    520.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
952.900000    520.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
953.900000    520.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
954.900000    520.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
955.900000    520.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
956.900000    520.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
957.900000    522.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
958.900000    524.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
959.900000    524.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
960.900000    526.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
961.900000    527.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
962.900000    528.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
963.900000    528.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
964.900000    528.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
965.900000    529.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
966.900000    529.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
967.900000    529.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
968.900000    529.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
969.900000    529.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
970.900000    529.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
971.900000    530.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
972.900000    532.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
973.900000    534.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
974.900000    534.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
975.900000    536.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
976.900000    536.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
977.900000    536.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
978.900000    536.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
979.900000    538.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
980.900000    538.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
981.900000    539.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
982.900000    539.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
983.900000    540.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
984.900000    540.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
985.900000    541.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
986.900000    544.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
987.900000    546.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
988.900000    547.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
989.900000    548.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
990.900000    550.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
991.900000    550.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
992.900000    552.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
993.900000    555.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
994.900000    556.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
995.900000    556.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
996.900000    556.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
997.900000    557.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
998.900000    558.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
999.900000    559.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1000.900000    559.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1001.900000    559.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1002.900000    559.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1003.900000    564.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1004.900000    565.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1005.900000    566.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1006.900000    566.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1007.900000    568.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1008.900000    568.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1009.900000    569.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1010.900000    570.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1011.900000    570.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1012.900000    571.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1013.900000    571.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1014.900000    572.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1015.900000    574.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1016.900000    574.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1017.900000    574.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1018.900000    575.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1019.900000    575.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1020.900000    575.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1021.900000    575.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1022.900000    575.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1023.900000    578.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1024.900000    579.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1025.900000    579.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1026.900000    579.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1027.900000    579.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1028.900000    579.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1029.900000    579.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1030.900000    580.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1031.900000    582.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1032.900000    582.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1033.900000    582.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1034.900000    583.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1035.900000    583.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1036.900000    584.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1037.900000    584.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1038.900000    585.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1039.900000    585.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1040.900000    586.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1041.900000    586.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1042.900000    587.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1043.900000    588.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1044.900000    589.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1045.900000    591.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1046.900000    592.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1047.900000    594.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1048.900000    596.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1049.900000    596.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1050.900000    597.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1051.900000    599.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1052.900000    599.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1053.900000    602.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1054.900000    603.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1055.900000    603.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1056.900000    603.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1057.900000    603.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1058.900000    605.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1059.900000    605.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1060.900000    605.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1061.900000    606.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1062.900000    606.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1063.900000    606.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1064.900000    608.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1065.900000    609.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1066.900000    610.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1067.900000    610.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1068.900000    610.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1069.900000    612.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1070.900000    612.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1071.900000    613.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1072.900000    614.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1073.900000    614.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1074.900000    614.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1075.900000    615.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1076.900000    616.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1077.900000    617.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1078.900000    617.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1079.900000    617.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1080.900000    618.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1081.900000    618.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1082.900000    618.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1083.900000    619.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1084.900000    619.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1085.900000    619.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1086.900000    620.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1087.900000    621.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1088.900000    622.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1089.900000    623.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1090.900000    624.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1091.900000    624.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1092.900000    624.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1093.900000    624.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1094.900000    624.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1095.900000    624.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1096.900000    625.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1097.900000    625.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1098.900000    625.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1099.900000    625.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1100.900000    625.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1101.900000    625.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1102.900000    626.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
